"two_year_recid","prior_counts","s","race","age","gender","u_hat"
1,11,1,0,0.721637860258407,0,1.37165567663029
1,9,1,1,-0.386542877280944,0,1.22468360159963
0,1,1,0,-0.471787549399356,0,-0.250703432410253
1,8,1,1,1.65932925356094,0,1.13506455519247
0,0,1,0,-1.23898959846506,1,-0.838283482491348
0,0,1,1,-0.471787549399356,0,-0.887845552411798
0,0,1,1,2.76750999110029,0,-0.922581359353689
0,0,1,1,-0.812766237873002,0,-0.87132264867504
1,8,1,1,-0.898010909991414,0,1.12923554957315
0,3,1,1,-0.471787549399356,0,0.378327814876045
0,2,1,1,0.892127204495231,0,0.0721186734612355
1,5,1,1,-0.301298205162532,0,0.755323972430216
1,0,1,0,-0.983255582109825,0,-0.855908343876866
1,0,1,1,-1.15374492634665,0,-0.87702826236607
0,0,1,0,2.25604195838982,0,-0.881957734571861
1,5,1,0,1.4035952372057,1,0.763300429125594
0,1,1,1,-0.216053533044121,0,-0.312942988092238
0,9,1,0,0.721637860258407,0,1.22974408439841
0,0,1,1,-0.216053533044121,0,-0.849550763897794
0,0,1,1,0.124925155429526,0,-0.887539752366393
1,3,1,0,2.00030794203458,0,0.368844006746243
0,12,1,1,1.91506326991617,0,1.46462732003912
0,2,1,1,0.210169827547938,0,0.0657989410467228
0,6,1,1,0.806882532376819,0,0.885508031679794
1,8,1,1,0.892127204495231,0,1.12222089536871
0,1,1,1,1.14786122085047,0,-0.299948628144122
1,13,1,1,-0.72752156575459,0,1.52725450083894
1,9,1,0,-0.0455641888072973,0,1.22641239179141
0,0,1,1,-0.812766237873002,0,-0.950247802500614
1,8,1,1,-0.301298205162532,0,1.11690699827902
0,1,1,1,0.721637860258407,0,-0.321391963812751
0,0,1,1,-0.386542877280944,0,-0.877799217495474
0,0,1,0,1.31835056508729,0,-0.911706141763585
0,2,1,1,-0.301298205162532,1,0.0909506764375416
0,7,1,0,-0.130808860925709,1,1.02583252266247
1,1,1,1,-0.216053533044121,0,-0.337890269507867
1,0,1,0,0.977371876613642,1,-0.834321445838386
0,0,1,1,-1.06850025422824,0,-0.876198603195604
1,8,1,1,0.210169827547938,0,1.12195946004864
1,6,1,0,-0.216053533044121,1,0.907314589722165
1,2,1,1,-0.983255582109825,1,0.0524482689395912
0,0,1,0,-1.15374492634665,0,-0.845986758984894
0,2,1,1,1.48883990932411,0,0.0551590850176418
0,2,1,0,1.23310589296888,0,0.0622551099178343
1,3,1,0,1.74457392567935,0,0.363929997325975
0,0,1,1,-1.06850025422824,0,-0.938539524119463
0,0,1,1,0.892127204495231,0,-0.874701631084465
1,7,1,1,-0.301298205162532,1,1.01093188207008
1,0,1,0,-1.06850025422824,0,-0.862072529051565
0,5,1,1,-0.557032221517767,0,0.75092893623425
1,1,1,1,-1.15374492634665,0,-0.336715317727916
0,2,1,1,0.210169827547938,0,0.0425323430002948
1,21,1,1,-0.386542877280944,0,1.90180441210075
1,13,1,1,-1.06850025422824,0,1.52070392367501
1,23,1,1,0.0396804833111143,0,1.97410107574329
0,11,1,1,-0.557032221517767,0,1.38957042019424
0,1,1,1,-0.898010909991414,0,-0.312662872250811
1,24,1,1,-0.216053533044121,0,2.00891519387247
0,1,1,1,-0.898010909991414,1,-0.280796740270872
0,19,1,1,1.91506326991617,0,1.83009034264652
0,0,1,1,-1.15374492634665,0,-0.865681072739314
0,0,1,0,-0.557032221517767,0,-0.896647042820535
0,0,1,0,1.4035952372057,0,-0.877234417006603
1,0,1,1,-0.72752156575459,0,-0.863449336873189
1,0,1,1,-1.23898959846506,0,-0.877196707846757
0,6,1,1,-0.812766237873002,0,0.886189766453705
1,0,1,0,-1.32423427058347,0,-0.919860485253524
1,1,1,0,1.23310589296888,0,-0.323911679111461
0,27,1,1,1.91506326991617,0,2.09914565196208
0,0,1,1,-0.642276893636179,1,-0.850713459200592
0,1,1,0,2.68226531898188,0,-0.317944292965687
0,0,1,0,-1.15374492634665,0,-0.909276327395588
0,1,1,0,0.892127204495231,0,-0.319828559628503
0,24,1,1,0.210169827547938,0,2.00419033429295
1,13,1,0,0.806882532376819,0,1.52103420007653
0,0,1,1,2.51177597474505,0,-0.874499732298344
1,1,1,1,-0.386542877280944,0,-0.34283186233336
0,1,1,1,2.25604195838982,0,-0.322432569060494
0,8,1,0,1.23310589296888,1,1.13816629553077
0,0,1,1,-0.983255582109825,0,-0.861199641771746
1,0,1,0,-1.15374492634665,0,-0.865251188512108
1,2,1,0,-0.386542877280944,1,0.0984967017330889
0,7,1,1,-0.72752156575459,0,1.04088287912606
1,3,1,1,0.0396804833111143,0,0.351181070402922
0,2,1,1,-0.642276893636179,0,0.0600618558661641
0,1,1,0,0.295414499666349,0,-0.350620627473183
1,14,1,1,1.14786122085047,0,1.59261552472079
0,0,1,0,-0.72752156575459,0,-0.884731676993396
1,4,1,1,-0.898010909991414,0,0.566030912483206
1,2,1,1,-0.557032221517767,1,0.0836950361933538
1,4,1,0,0.806882532376819,1,0.576480525415515
0,2,1,0,-0.983255582109825,0,0.0586536521233303
1,1,1,0,-0.0455641888072973,1,-0.33121106161255
1,1,1,0,-1.23898959846506,0,-0.324466301685575
1,23,1,1,2.42653130262664,0,1.98016929774514
0,0,1,1,0.124925155429526,1,-0.856576367699802
0,1,1,0,2.00030794203458,0,-0.348789707025559
0,4,1,0,0.0396804833111143,1,0.593162162474699
0,3,1,1,-0.983255582109825,0,0.355975934905694
0,1,1,0,0.465903843903173,0,-0.329188239911845
0,3,1,1,-0.301298205162532,0,0.376695030855008
0,5,1,1,-0.0455641888072973,1,0.753939494890612
1,3,1,1,-0.983255582109825,0,0.354930024101181
1,0,1,0,-0.642276893636179,0,-0.897815087577345
0,3,1,1,-0.72752156575459,1,0.347195977582012
0,1,1,1,1.23310589296888,0,-0.318329769135107
0,0,1,1,1.06261654873205,1,-0.908563800015771
0,6,1,1,1.06261654873205,0,0.882166022228408
1,7,1,1,-0.0455641888072973,0,1.03589327955161
0,10,1,1,-0.642276893636179,0,1.32069065262319
0,0,1,0,1.48883990932411,1,-0.883826037160657
1,0,1,1,-0.72752156575459,0,-0.928090276463931
0,9,1,1,-0.812766237873002,0,1.22222090132589
0,1,1,1,1.4035952372057,0,-0.346008101820926
0,1,1,1,-0.471787549399356,1,-0.332425364430371
0,0,1,0,0.977371876613642,0,-0.899244457372498
0,6,1,0,-0.557032221517767,0,0.901383792153357
0,0,1,1,1.91506326991617,0,-0.911017090453282
0,2,1,1,-0.983255582109825,0,0.0737624323919567
1,27,1,1,-0.0455641888072973,0,2.10329519746194
0,3,1,1,-0.642276893636179,0,0.357383851406293
1,7,1,1,-0.812766237873002,0,1.0092633545642
1,1,1,0,-0.301298205162532,0,-0.32124378434906
0,8,1,1,0.210169827547938,0,1.12444502829864
1,0,1,1,1.4035952372057,0,-0.948734125781056
0,8,1,1,-0.557032221517767,0,1.14368966085342
0,4,1,0,1.82981859779776,0,0.591041702666882
1,15,1,1,0.892127204495231,0,1.63957988695109
1,7,1,0,-0.72752156575459,0,1.01236169279727
1,7,1,0,-0.130808860925709,0,1.04477963746335
0,0,1,0,-0.983255582109825,0,-0.905662210839336
0,0,1,1,-0.301298205162532,0,-0.869119629422713
0,0,1,1,-0.301298205162532,0,-0.865532164943206
0,1,1,1,-1.32423427058347,0,-0.304789689786887
0,0,1,0,-0.216053533044121,0,-0.873596148874363
1,1,1,0,-0.386542877280944,0,-0.328075617019984
0,1,1,0,2.68226531898188,0,-0.336974777280778
0,0,1,1,0.465903843903173,1,-0.884374006824748
0,4,1,1,2.08555261415299,0,0.59426139148015
0,3,1,1,-0.642276893636179,0,0.337422803728912
0,0,1,1,-1.06850025422824,0,-0.867178378719191
0,1,1,0,2.00030794203458,0,-0.320429133423535
0,2,1,0,-0.471787549399356,0,0.0499566916647725
1,0,1,1,-0.642276893636179,0,-0.90112466249169
0,0,1,0,-0.898010909991414,0,-0.876191280696801
0,3,1,0,0.0396804833111143,1,0.353882285925066
1,7,1,1,-0.471787549399356,0,1.02624774417363
1,5,1,1,-0.386542877280944,0,0.76138380191457
0,1,1,1,-0.983255582109825,0,-0.298880601659393
1,2,1,0,-0.216053533044121,0,0.0593005073127649
0,2,1,0,-1.06850025422824,0,0.0523314136155776
0,0,1,1,-1.15374492634665,0,-0.866088719198516
0,0,1,0,0.721637860258407,1,-0.857952755748347
0,0,1,1,-0.471787549399356,0,-0.906906404201706
0,1,1,1,0.721637860258407,0,-0.341424715573458
0,1,1,1,-0.812766237873002,0,-0.359438792075151
0,0,1,0,1.06261654873205,0,-0.909206841177667
0,0,1,1,-1.15374492634665,1,-0.871478116636157
0,0,1,0,1.65932925356094,0,-0.862646584618413
1,3,1,1,-0.0455641888072973,0,0.365811524505945
0,2,1,1,-0.557032221517767,1,0.0652934864016958
1,4,1,0,1.57408458144252,1,0.572746158651597
0,0,1,1,1.65932925356094,0,-0.891414193957855
1,3,1,1,0.210169827547938,0,0.360703236880026
0,2,1,1,-0.0455641888072973,0,0.0767799370392301
1,0,1,0,2.17079728627141,1,-0.909543292133288
0,0,1,1,-1.06850025422824,0,-0.877852061706557
0,3,1,1,1.4035952372057,0,0.358254243452393
1,0,1,1,-0.471787549399356,0,-0.857068511681228
0,5,1,1,-0.557032221517767,0,0.747182624750311
1,0,1,0,-0.130808860925709,0,-0.857282864383151
0,4,1,0,0.721637860258407,0,0.589399833703869
0,1,1,1,0.892127204495231,0,-0.291671834340711
1,5,1,0,-0.216053533044121,0,0.74250788605512
1,0,1,1,0.0396804833111143,1,-0.846957756854014
1,1,1,1,-0.983255582109825,0,-0.32473785683873
0,1,1,1,0.551148516021584,0,-0.342123260773181
1,24,1,1,-0.812766237873002,0,2.00965482410769
0,12,1,1,0.0396804833111143,0,1.46211930287055
1,4,1,1,-0.812766237873002,0,0.576606283866535
1,6,1,0,2.93799933533711,0,0.898785664001541
0,0,1,1,-0.898010909991414,0,-0.865468911334138
0,0,1,1,-0.557032221517767,0,-0.886682577125673
1,23,1,1,1.06261654873205,0,1.9764852132995
1,13,1,1,-0.471787549399356,0,1.52698220409634
1,9,1,1,-0.72752156575459,0,1.21536538220177
0,0,1,1,-0.301298205162532,0,-0.882022652980737
0,0,1,0,-0.557032221517767,0,-0.89863631047434
1,1,1,0,1.14786122085047,0,-0.326399986337648
0,0,1,0,0.806882532376819,0,-0.884540284341736
0,7,1,1,0.636393188139996,0,1.04756478422474
0,5,1,1,0.380659171784761,0,0.767943101229825
0,2,1,1,0.977371876613642,1,0.0964873585496129
0,0,1,0,1.74457392567935,0,-0.868814110898896
1,5,1,1,-0.642276893636179,0,0.73951808363404
0,0,1,0,-0.301298205162532,1,-0.874106931149818
0,0,1,1,-0.812766237873002,0,-0.904762475698881
0,6,1,0,-0.216053533044121,0,0.90379256091736
0,2,1,1,0.124925155429526,0,0.0489957855041648
1,3,1,1,-1.15374492634665,0,0.37625146157043
0,2,1,0,0.380659171784761,0,0.0515074402901891
0,0,1,1,-0.72752156575459,1,-0.922762161007392
1,8,1,1,-0.557032221517767,0,1.1373426031239
1,2,1,0,2.76750999110029,0,0.0668633751022309
0,0,1,1,-1.06850025422824,1,-0.857868506513538
0,3,1,0,0.210169827547938,0,0.326096065387888
1,2,1,1,-0.983255582109825,0,0.0668542002133763
1,14,1,1,1.23310589296888,1,1.59248864864595
1,9,1,0,-0.216053533044121,0,1.23270535678575
0,9,1,0,0.551148516021584,0,1.23240336602386
0,1,1,1,-0.812766237873002,0,-0.328109216703883
0,0,1,0,2.00030794203458,0,-0.872386536799031
1,19,1,1,0.806882532376819,0,1.83132687019431
0,1,1,1,-0.557032221517767,0,-0.326735324165223
1,0,1,1,0.380659171784761,1,-0.852654197263068
0,0,1,0,1.65932925356094,0,-0.888848198929527
0,0,1,0,0.721637860258407,0,-0.931273275873587
0,5,1,1,-0.301298205162532,0,0.743726729799556
0,11,1,1,-0.386542877280944,0,1.39050093936382
1,4,1,0,-0.642276893636179,0,0.579573576665515
1,0,1,1,-0.557032221517767,0,-0.874181520378538
0,0,1,1,-0.898010909991414,0,-0.906915709220064
0,0,1,0,0.721637860258407,0,-0.857266137258525
1,10,1,1,0.806882532376819,0,1.31052792331225
1,11,1,1,-0.898010909991414,0,1.39954281171996
0,0,1,1,-0.983255582109825,0,-0.891601408335563
1,5,1,0,0.124925155429526,0,0.754681471478986
0,1,1,0,-0.642276893636179,0,-0.311413323154751
1,0,1,1,-0.898010909991414,0,-0.899843648625656
0,0,1,0,2.68226531898188,0,-0.928597354627998
0,3,1,0,0.124925155429526,1,0.341186617659123
1,9,1,1,1.57408458144252,0,1.22210476628814
1,1,1,0,-0.983255582109825,0,-0.351972734292167
1,0,1,1,-1.06850025422824,1,-0.914602285198009
0,1,1,1,-0.812766237873002,0,-0.339048069265488
0,4,1,1,1.82981859779776,0,0.571194673041599
1,1,1,1,1.4035952372057,0,-0.330550459376366
0,3,1,1,2.00030794203458,1,0.361464472303377
0,3,1,0,-0.898010909991414,0,0.36026826205878
1,0,1,1,-1.06850025422824,0,-0.868248769741921
0,0,1,0,0.380659171784761,0,-0.921046948131409
1,3,1,1,-1.23898959846506,0,0.37941574939616
1,10,1,0,0.977371876613642,0,1.31094461489979
1,1,1,0,0.295414499666349,0,-0.370681167934813
1,0,1,0,-0.983255582109825,0,-0.871032027288925
0,6,1,1,0.380659171784761,0,0.876979286757682
0,0,1,1,-0.812766237873002,0,-0.900855244068022
1,19,1,1,-0.301298205162532,0,1.83391385143532
1,1,1,1,-0.812766237873002,1,-0.299083149668341
0,6,1,1,-0.72752156575459,0,0.916019741949804
0,2,1,1,-0.812766237873002,0,0.0709306443449686
1,11,1,0,0.210169827547938,0,1.4009238846101
0,0,1,1,0.124925155429526,0,-0.887433065265185
1,1,1,1,-0.72752156575459,0,-0.310111065542812
1,3,1,1,-1.15374492634665,0,0.328859383307928
1,7,1,1,0.0396804833111143,0,1.03682772793258
1,2,1,1,-1.06850025422824,0,0.0761066733928934
0,0,1,0,-0.812766237873002,0,-0.866896030879549
0,0,1,1,0.124925155429526,0,-0.845068322140582
1,2,1,1,-0.898010909991414,0,0.0544143975605687
1,0,1,1,-1.15374492634665,0,-0.890579118493816
1,15,1,0,-0.216053533044121,0,1.63606142049767
1,2,1,1,-0.130808860925709,0,0.0844370243888992
1,10,1,1,-0.130808860925709,0,1.33019896917627
0,0,1,0,-0.471787549399356,0,-0.877782780449146
0,8,1,0,1.31835056508729,0,1.14396411688077
1,14,1,1,-0.130808860925709,0,1.57609854967275
1,13,1,1,0.210169827547938,0,1.52332198785011
1,9,1,1,-0.642276893636179,0,1.22773746769821
0,0,1,1,-0.642276893636179,0,-0.88689405404623
1,1,1,1,-1.15374492634665,0,-0.315443231456172
0,1,1,1,2.00030794203458,0,-0.330885853195882
0,4,1,1,-0.642276893636179,0,0.576186098641226
1,1,1,0,-0.557032221517767,0,-0.379971316321976
0,0,1,0,-0.301298205162532,1,-0.836339772631647
0,3,1,1,-0.898010909991414,0,0.36933453478714
1,6,1,1,-0.72752156575459,0,0.900214149634312
0,0,1,0,0.721637860258407,0,-0.90546828735722
1,3,1,1,-1.06850025422824,0,0.341983890147316
0,0,1,1,-0.983255582109825,0,-0.862655452803154
0,0,1,0,0.636393188139996,0,-0.896230834275913
0,18,1,1,-0.386542877280944,0,1.78256656001575
0,1,1,1,-0.471787549399356,0,-0.358216499210587
1,2,1,0,0.295414499666349,0,0.0639341069587335
0,3,1,0,-0.72752156575459,0,0.365737931279928
0,5,1,1,1.4035952372057,0,0.745926218600058
0,0,1,1,0.124925155429526,0,-0.864342497579142
0,0,1,1,2.34128663050823,0,-0.868911664191979
1,0,1,1,-0.983255582109825,0,-0.899030842253827
1,7,1,1,-0.0455641888072973,0,1.03859481458461
0,1,1,1,0.0396804833111143,0,-0.335715348475407
0,0,1,0,-1.06850025422824,0,-0.859849011418334
1,10,1,1,-0.471787549399356,0,1.31575275310174
0,0,1,1,0.465903843903173,0,-0.839666860694941
0,2,1,1,0.124925155429526,0,0.0868266786503243
1,8,1,1,-0.72752156575459,0,1.14255100118014
1,1,1,1,-0.812766237873002,0,-0.320843703554467
0,0,1,0,2.93799933533711,0,-0.90649637055092
0,1,1,1,-0.642276893636179,0,-0.335934633471367
1,0,1,0,-1.23898959846506,0,-0.850738471590243
0,1,1,1,-0.642276893636179,0,-0.32078071693689
0,6,1,1,-0.898010909991414,1,0.888800640310577
0,0,1,0,0.636393188139996,0,-0.864999965581666
0,1,1,0,-0.812766237873002,0,-0.290354478246813
0,0,1,1,-0.812766237873002,0,-0.917338771534255
0,0,1,1,-1.06850025422824,0,-0.913538094770897
0,0,1,0,-1.15374492634665,0,-0.937497098570547
0,1,1,1,-0.386542877280944,0,-0.325415569557874
0,9,1,0,0.977371876613642,0,1.2241472629417
0,2,1,1,-0.72752156575459,0,0.0688785617369622
1,0,1,1,-0.130808860925709,0,-0.929473861060204
0,1,1,1,0.465903843903173,0,-0.325829776307648
0,0,1,0,-0.0455641888072973,0,-0.871535525309063
1,1,1,0,-1.06850025422824,0,-0.331887352154106
0,3,1,1,-0.557032221517767,0,0.354654050626454
1,4,1,1,-0.301298205162532,0,0.550913716832029
1,3,1,0,2.08555261415299,0,0.381719730257375
0,0,1,1,0.210169827547938,0,-0.872585612208208
0,0,1,1,1.31835056508729,0,-0.894155366581637
1,8,1,1,1.91506326991617,0,1.13128577359882
0,5,1,1,-0.301298205162532,0,0.753086139762039
0,9,1,1,0.806882532376819,0,1.22624461896559
1,5,1,1,1.14786122085047,0,0.759719489694562
0,0,1,0,-0.812766237873002,1,-0.869876034885393
0,5,1,1,1.4035952372057,0,0.760944741119449
1,0,1,0,1.31835056508729,0,-0.904324439851764
0,2,1,0,1.91506326991617,0,0.0767772772855404
0,0,1,0,1.74457392567935,0,-0.885946386943078
1,4,1,1,2.08555261415299,0,0.561440171191096
0,0,1,1,0.636393188139996,1,-0.896041089246851
1,2,1,1,-1.23898959846506,0,0.0416666831417931
0,0,1,1,-1.15374492634665,0,-0.9001236523945
1,21,1,1,-0.216053533044121,0,1.90470833431977
0,0,1,1,-0.898010909991414,1,-0.897510143434801
0,1,1,1,0.636393188139996,0,-0.287565576833819
1,8,1,1,-0.471787549399356,0,1.12626078729944
0,1,1,1,-1.15374492634665,0,-0.317628432729004
0,0,1,0,2.00030794203458,0,-0.923860816350852
1,1,1,1,-1.06850025422824,0,-0.282745170855575
1,1,1,0,0.977371876613642,0,-0.325435810933086
1,0,1,0,1.31835056508729,0,-0.882868204122354
0,2,1,1,0.977371876613642,0,0.0774986329618117
1,11,1,1,0.806882532376819,1,1.39352638797533
0,4,1,1,0.0396804833111143,0,0.588056885479478
1,14,1,1,-0.386542877280944,0,1.58596564886214
0,2,1,1,0.636393188139996,0,0.0754336262871783
1,5,1,1,0.977371876613642,0,0.7456709018292
1,0,1,1,0.636393188139996,0,-0.861771581289311
1,7,1,0,-0.471787549399356,0,1.01887985291677
0,8,1,1,-0.216053533044121,0,1.13179698247806
0,5,1,1,-0.301298205162532,0,0.755377974095413
0,1,1,1,-0.130808860925709,1,-0.352079242701632
0,4,1,0,-0.812766237873002,0,0.568240765222256
0,0,1,1,-0.130808860925709,1,-0.889364846112026
0,1,1,1,-1.15374492634665,0,-0.296698271419627
1,1,1,0,0.0396804833111143,0,-0.291437879654918
0,1,1,1,1.82981859779776,0,-0.309080454680331
1,0,1,0,0.295414499666349,0,-0.861012120485245
0,4,1,1,0.465903843903173,1,0.588706972125026
0,4,1,1,-0.557032221517767,0,0.588431683926395
0,0,1,1,1.4035952372057,0,-0.899733940494091
0,2,1,1,0.0396804833111143,0,0.0702552289653943
0,5,1,1,2.25604195838982,0,0.759714584335419
0,0,1,1,-0.812766237873002,0,-0.896430790868531
1,4,1,1,-0.812766237873002,0,0.57596351060072
0,0,1,1,-0.72752156575459,0,-0.894431923231265
0,1,1,0,0.636393188139996,0,-0.338378438765237
0,1,1,1,-0.812766237873002,1,-0.314532652519367
1,13,1,1,-0.72752156575459,0,1.51815915514961
0,9,1,1,-0.301298205162532,0,1.20828026496196
0,1,1,0,0.0396804833111143,0,-0.316382165679033
0,0,1,0,-0.0455641888072973,0,-0.861109976422471
0,1,1,0,-0.130808860925709,1,-0.322703763940045
0,3,1,1,-0.386542877280944,0,0.388083334573871
0,7,1,1,1.31835056508729,1,1.03322741887227
0,0,1,1,-1.15374492634665,0,-0.952048743202825
1,16,1,1,-0.301298205162532,0,1.68216672543029
1,2,1,1,-0.301298205162532,0,0.0532090713999173
0,0,1,1,-0.983255582109825,1,-0.875600125786965
0,1,1,1,-0.812766237873002,0,-0.367074165547443
0,1,1,0,-0.898010909991414,1,-0.291418708658845
1,13,1,1,-0.301298205162532,0,1.53741209503839
0,0,1,1,2.17079728627141,0,-0.888714267152116
0,2,1,1,-0.386542877280944,0,0.0577851936026318
0,0,1,1,-0.216053533044121,1,-0.917525173131281
0,0,1,0,0.977371876613642,0,-0.899145576994574
1,0,1,0,-1.15374492634665,0,-0.897272801023171
0,0,1,1,0.0396804833111143,0,-0.871176653889414
1,2,1,1,-0.0455641888072973,0,0.101979344366134
1,2,1,1,0.551148516021584,0,0.0486287867302411
1,1,1,1,-0.983255582109825,0,-0.307009391096513
1,3,1,1,-0.983255582109825,0,0.357519196872996
0,2,1,1,-0.557032221517767,0,0.0828055995461651
1,0,1,1,-1.15374492634665,0,-0.931148536779137
0,2,1,0,0.977371876613642,0,0.0907107325727423
0,1,1,1,1.82981859779776,0,-0.309926343150332
1,8,1,1,0.465903843903173,0,1.11953562254116
1,5,1,1,-0.386542877280944,0,0.766928847446309
1,1,1,1,-0.898010909991414,0,-0.339385497513646
0,0,1,0,-0.130808860925709,1,-0.897058708481328
0,2,1,0,1.14786122085047,0,0.0784761928835073
1,11,1,1,-0.130808860925709,0,1.39174216736179
0,0,1,1,-0.812766237873002,0,-0.935167743024771
1,7,1,1,-0.386542877280944,0,1.01268026117939
1,0,1,1,0.210169827547938,0,-0.898763958358392
0,7,1,0,0.721637860258407,1,1.01765947449937
0,0,1,0,-0.216053533044121,0,-0.895502335030129
0,3,1,1,-0.130808860925709,0,0.368727619598475
1,4,1,1,0.380659171784761,0,0.556663479069173
0,4,1,0,1.23310589296888,0,0.586776116215823
0,0,1,0,-0.898010909991414,0,-0.863827391609404
0,1,1,1,-0.72752156575459,0,-0.299918495141041
0,0,1,0,0.636393188139996,0,-0.866875526357171
1,1,1,1,-1.06850025422824,0,-0.367603971169243
0,0,1,1,0.124925155429526,0,-0.892255551023644
1,7,1,0,-0.471787549399356,0,1.03671476126983
0,0,1,0,0.380659171784761,0,-0.886874560436034
1,13,1,1,-0.642276893636179,0,1.52644827935849
1,2,1,0,0.295414499666349,0,0.0724400933456476
1,0,1,0,-1.23898959846506,0,-0.873810626699158
1,4,1,1,-0.812766237873002,0,0.56454699385659
0,0,1,0,1.57408458144252,0,-0.854413076081699
1,0,1,1,-0.642276893636179,1,-0.8542980632506
1,0,1,1,-1.15374492634665,0,-0.903625041156384
1,1,1,0,1.31835056508729,0,-0.348771985286418
0,4,1,1,0.551148516021584,0,0.558980287299036
1,5,1,0,-1.06850025422824,0,0.752111688251742
1,0,1,0,-1.06850025422824,0,-0.88486179043743
0,2,1,1,-0.812766237873002,0,0.0700005886011251
1,1,1,1,0.636393188139996,0,-0.325203507346597
0,2,1,1,1.4035952372057,0,0.0789391465201155
0,0,1,1,-0.898010909991414,0,-0.8336977614679
0,4,1,1,0.210169827547938,0,0.583250901373097
0,0,1,0,0.210169827547938,0,-0.87261824623638
0,0,1,1,-0.642276893636179,1,-0.928534228233744
0,0,1,1,-1.15374492634665,0,-0.9141253713729
1,1,1,1,0.0396804833111143,0,-0.310611371094381
0,0,1,0,-0.898010909991414,1,-0.940435422595487
0,2,1,0,1.23310589296888,0,0.055315478443009
0,9,1,1,0.295414499666349,0,1.2205798608328
0,0,1,1,2.25604195838982,0,-0.917772445829595
0,0,1,1,-0.386542877280944,1,-0.924014627857418
0,3,1,1,-1.06850025422824,0,0.365813431647587
1,0,1,1,-0.812766237873002,0,-0.888588228787168
1,3,1,1,-0.386542877280944,1,0.347450395191068
0,0,1,0,1.48883990932411,0,-0.87062208039812
0,0,1,0,-0.72752156575459,0,-0.91490695143384
0,0,1,1,-0.72752156575459,0,-0.893282486824582
1,9,1,0,0.892127204495231,0,1.23068914756841
1,0,1,1,-1.23898959846506,0,-0.890793019915205
0,4,1,1,-0.471787549399356,0,0.563763981079957
1,1,1,0,0.721637860258407,0,-0.320841152748309
0,2,1,0,-0.72752156575459,0,0.0632242905213593
0,4,1,1,0.977371876613642,1,0.584614046831833
0,0,1,1,0.977371876613642,1,-0.892202859101538
1,12,1,1,-0.471787549399356,0,1.45935701625559
0,0,1,0,0.551148516021584,0,-0.866457570953547
0,5,1,1,-0.812766237873002,1,0.770241557871622
0,2,1,1,-0.983255582109825,0,0.0678843301576705
0,0,1,0,-0.386542877280944,0,-0.900212091707301
0,1,1,0,-0.0455641888072973,0,-0.299950741817939
1,11,1,0,3.02324400745552,0,1.39099766746167
0,2,1,0,1.48883990932411,0,0.0452648255516737
0,4,1,1,1.4035952372057,0,0.580470762548771
1,15,1,1,0.892127204495231,1,1.62633158496084
1,21,1,1,1.74457392567935,0,1.91377410019333
0,1,1,0,1.23310589296888,1,-0.315712238157651
0,0,1,0,1.06261654873205,1,-0.875201224663305
0,0,1,1,-0.642276893636179,0,-0.836764977679097
1,5,1,0,-0.812766237873002,0,0.75033345642664
1,1,1,1,-1.15374492634665,0,-0.304477001810946
1,26,1,1,0.210169827547938,0,2.08127669002728
1,1,1,1,-1.15374492634665,0,-0.344417878637922
0,0,1,1,-1.15374492634665,0,-0.86970089983891
1,4,1,1,-0.812766237873002,0,0.579408347814391
1,3,1,1,-0.642276893636179,1,0.386299770932107
1,3,1,0,-0.386542877280944,0,0.372460218456217
0,0,1,0,3.02324400745552,0,-0.846449144787513
1,11,1,0,0.210169827547938,0,1.40090026110457
1,5,1,1,0.977371876613642,0,0.736037346949873
1,4,1,1,0.465903843903173,0,0.582692360687785
1,18,1,1,0.721637860258407,0,1.77839074967048
0,15,1,1,0.295414499666349,0,1.6389564281792
0,0,1,1,-0.471787549399356,0,-0.880098198844237
1,8,1,1,0.210169827547938,0,1.13569565205546
0,3,1,1,0.295414499666349,0,0.375060575924737
0,0,1,0,-0.642276893636179,1,-0.9116797859325
1,0,1,1,-1.23898959846506,1,-0.865427488652778
0,0,1,1,0.806882532376819,0,-0.859049350263765
0,6,1,0,-0.301298205162532,0,0.908338868015343
1,3,1,1,-0.471787549399356,0,0.379146994117355
0,0,1,1,-0.386542877280944,1,-0.944701938549026
1,2,1,0,-0.812766237873002,1,0.0771273070549675
0,3,1,1,0.465903843903173,0,0.354881835418479
0,1,1,0,-0.130808860925709,0,-0.315218812476821
1,5,1,0,-0.72752156575459,0,0.770058268145254
0,1,1,1,-0.301298205162532,0,-0.280163364661706
0,1,1,0,2.25604195838982,0,-0.323461123307893
0,2,1,0,-0.386542877280944,0,0.0215304635881778
0,0,1,0,2.34128663050823,0,-0.908943881780959
1,4,1,0,-0.642276893636179,1,0.576799606915329
0,9,1,0,1.14786122085047,0,1.23826858289172
0,0,1,0,0.465903843903173,1,-0.915079004787692
0,0,1,0,-0.898010909991414,0,-0.876135783148176
1,0,1,1,-1.06850025422824,0,-0.920028279643929
1,4,1,1,-0.386542877280944,0,0.589959455667233
0,0,1,0,2.42653130262664,0,-0.924707650820069
0,4,1,1,-0.130808860925709,0,0.56693409576353
1,0,1,0,0.721637860258407,0,-0.886878979945822
1,3,1,1,-0.72752156575459,0,0.358181419846873
0,1,1,1,1.4035952372057,0,-0.343185073561873
1,3,1,0,0.380659171784761,0,0.375476264719111
1,0,1,1,-0.386542877280944,1,-0.871749946002339
