"bar_pass_fair","location","UGPA","LSAT","ZFYA","race","gender","u_hat"
1,4,3.4,39,-1.02,0,0,-0.0896442312974229
1,4,3.5,34,0.34,0,0,-0.248879108799468
1,4,2.6,45,-0.17,0,0,0.00678474340468249
1,4,4,40,1.65,0,1,-1.16206789384657
1,4,3.6,34,0.07,0,0,-0.276073900334267
1,4,4,35,-0.34,0,0,-0.450981117273291
1,4,3.9,35,-0.29,0,0,-0.433541755281162
1,4,2.9,42,-0.31,0,1,-0.0524975530873852
1,6,2.4,35,-0.92,0,0,0.503779359728207
1,10,3,33,0.17,0,1,0.0828935449901464
0,0,2.8,34,0.34,0,0,1.51694306835827
1,0,2.8,37,1.34,0,1,-0.180323499303367
1,0,3.1,30,-0.7,0,0,0.273781696563402
1,0,3.4,36,1.34,0,1,-0.558656440276129
1,0,2.5,34,-0.16,1,1,0.350456595899585
1,0,2.4,37,0.46,0,1,0.197183124846851
0,0,2.8,35,0.24,0,1,1.49186746835264
0,0,2.8,30,-0.61,1,1,1.65886847399764
1,0,2.6,33,0.9,1,1,0.153347416462675
1,0,3,27,0.05,1,1,0.272266167937451
1,0,2.9,34,0.33,1,1,0.0926947814403714
1,5,3.1,29,-0.3,0,0,0.191508196574866
1,0,2,43,0.8,0,1,0.171853687794157
1,3,3,31,0.9,0,0,0.0100362160841319
1,0,2.9,36,1.12,0,0,-0.15962962979098
1,0,2.9,35,0.71,0,1,-0.0369069320729535
1,0,3.9,33,1.12,0,1,-0.673016043964019
0,0,3.2,30,-0.33,0,0,1.51088911509204
0,0,2.8,35,-0.72,0,1,1.6007166810748
1,0,2.9,39,1.2,1,1,-0.304347305204977
0,0,2.7,34,-0.56,0,0,1.61375107849559
1,3,3,37,1.88,0,1,-0.407787016757373
1,0,2.5,37,1.17,0,1,0.0360657020676293
0,5,2.5,33,0.33,0,1,1.58471284979846
1,0,2.6,33,-0.21,1,0,0.369956851234848
1,3,2.9,33,-0.4,0,0,0.237586017430814
1,0,2.3,42,-0.57,0,1,0.290900340551335
1,0,2.9,33,0.02,0,1,0.160324298762636
1,0,2.7,35,-0.02,0,0,0.193190689658257
0,0,3.8,24,0.5,0,0,1.37720136073082
1,0,3,42,1.19,0,1,-0.432689755447359
1,0,3.3,27,-0.29,0,1,0.175309816987213
0,0,2.4,34,0.34,0,1,1.60855133611554
1,0,3.2,37,0.04,1,1,-0.109148156060411
0,0,2.8,27,-0.28,1,0,1.65182778304519
1,6,2.8,32,-0.28,0,1,0.293347411797132
1,0,2.7,42,0.77,0,0,-0.160988510834385
0,0,2.6,37,0.11,1,1,1.53136409838638
0,0,2.8,35,1.34,0,1,1.40739886248409
1,0,2.5,34,0.51,0,0,0.21540629545708
1,0,2.7,35,-0.02,0,1,0.197697275206266
1,0,2.6,40,0.05,0,0,0.107071589201774
1,0,2.1,35,0.11,0,0,0.472805088939865
1,0,2.8,35,1.12,0,1,-0.0794699383955712
0,0,2.5,35,-0.22,0,0,1.62823663716542
1,0,2.4,36,-1.15,1,1,0.50993279762511
1,0,2.8,30,1.57,0,0,-0.0317218589442553
1,0,3.2,32,1.04,1,0,-0.182819225287976
1,0,2.4,43,0.35,0,0,0.0312942393139996
1,3,3,35,-0.78,0,0,0.210923736271996
1,0,3.6,36,0.75,0,1,-0.503232752706569
1,0,2.9,35,0.87,0,0,-0.0541821988771406
1,0,2.3,37,2.6,1,0,-0.201672498453241
1,0,3,38,-0.51,0,1,0.0547610773700831
1,0,3.3,37,0.03,0,1,-0.20503941314382
1,0,2.9,29,0.68,1,1,0.163657592734142
1,0,3.5,39,1.44,0,0,-0.696763345699124
1,0,2.9,22,-0.45,1,0,0.515653931549191
1,0,3.2,32,-0.81,0,0,0.183277988403798
1,2,3.1,33,0.67,0,0,-0.114106314898903
1,0,2.6,26,-0.01,1,1,0.471431647013949
1,0,3.1,25,1.49,0,0,-0.0222239128150732
1,0,2.7,31,0.07,1,0,0.312925488607958
1,0,2.9,29,-0.45,1,0,0.337540250899358
0,0,3.3,26,-0.32,1,0,1.55562681369489
1,0,3.6,39,1.63,0,1,-0.850936976169262
1,0,2.5,35,0.58,1,0,0.185915858668345
1,0,3.1,39,0.97,0,1,-0.360888532075094
1,3,2.9,34,0.37,0,1,0.034262407189749
1,0,3.1,31,0.9,1,1,-0.0555415862192851
1,0,2.1,28,-0.58,1,0,0.68996913473546
1,0,3.5,34,1.75,0,1,-0.604611156545642
0,0,3.2,26,-0.83,1,1,1.61900979951535
0,0,3.5,29,-0.95,0,1,1.52451771480612
0,0,2.9,33,-0.5,0,1,1.58475989858518
1,0,2.7,39,0.61,0,1,-0.0704107405882357
1,10,2.8,37,1.51,0,1,-0.210777358439272
1,5,2.2,39,1.82,1,1,-0.00590325007492176
1,0,2.6,34,-0.7,0,1,0.396337854665674
1,0,2.9,32,-0.36,0,0,0.252138128327512
1,0,3.1,34,-0.43,0,0,0.0991744535746376
1,3,2.8,33,-0.71,0,1,0.306779156096084
1,0,3,34,0.74,0,0,-0.0519373575431912
1,0,2.7,33,1.88,0,0,-0.111590708480828
1,0,3.1,34,0.8,0,0,-0.142021221440199
0,0,3.1,36,-0.35,1,1,1.44601273741602
1,0,3.4,28,0.06,0,0,0.0332047593158039
1,0,2.2,40,1.91,0,1,-0.0385087154967421
0,0,2.9,22,-0.74,1,1,1.77785644627839
1,0,2.9,38,1.68,0,1,-0.379026769886052
1,10,2.5,37,0.1,0,1,0.226001301904981
1,0,3.5,31,-0.01,0,1,-0.100791220041855
1,0,2.8,35,-0.02,0,1,0.149721618055107
1,0,2.3,37,-0.08,1,1,0.336806322052685
1,2,2.8,33,0.75,0,1,0.0572288430560185
1,0,2.8,39,1.69,1,0,-0.330799293873938
1,0,2.8,33,2.79,0,0,-0.39984931704953
0,0,3.1,33,-0.78,0,0,1.55753501162317
1,0,3,26,0.26,1,0,0.254728451695894
0,0,3,35,-0.23,0,1,1.50172661486756
1,0,2.5,37,0.92,0,1,0.06204094888071
1,10,3.1,31,0.31,0,1,0.0710005341197286
1,0,2.9,35,-0.07,0,1,0.110571963966016
0,0,2.3,41,0.01,0,0,1.55540341086566
1,0,2.5,38,1.24,1,1,-0.00251313744087175
1,0,2.7,32,0.71,0,1,0.149623250377282
1,0,2.6,33,-0.22,1,0,0.351875409670496
1,10,2.8,28,-0.49,0,1,0.434614206593214
1,0,2.7,35,-1.03,0,0,0.376468467668867
1,0,2.4,32,-1.04,0,1,0.564810189130911
1,0,3.7,35,0.99,1,0,-0.605414067664306
1,0,3.1,31,-0.19,0,1,0.164350074211205
1,0,2.8,33,0.31,1,0,0.165319400411408
1,0,2.6,38,-0.1,1,1,0.181027749581898
1,0,2.6,34,0.71,0,0,0.137956038927366
1,0,3,30,1.31,0,1,-0.0739314816292046
1,0,2.8,35,-0.37,1,1,0.205813831342814
0,0,2.2,37,-0.47,0,1,1.69849920431487
1,0,2.7,37,1.88,0,1,-0.269076893107921
0,0,2.8,31,-0.98,0,0,1.68616703515777
1,0,3.3,31,1.11,1,0,-0.206362247107472
1,0,2.5,37,-0.01,0,1,0.240979314182021
1,0,2.6,32,0.49,0,1,0.23713112253709
0,0,3.3,30,-1.06,0,1,1.57496530406357
0,0,2.7,30,0.9,0,1,1.5423512000747
0,0,2.8,27,0.99,0,1,1.54782175841978
0,0,2.6,30,-0.9,0,1,1.74452512048751
1,0,3.1,34,0.17,0,0,-0.0120047014351104
1,0,2.9,26,-0.03,0,1,0.349479331647361
1,0,2.6,39,0.87,0,0,-0.0651629813172675
1,0,1.5,44,1.88,0,1,0.159249496739644
1,2,2.8,37,0.38,0,1,0.00563782774645703
1,0,1.7,42,0.57,0,0,0.341519690348402
1,0,2.7,33,1.2,0,1,0.0239573214572195
1,10,3.2,33,-0.52,0,1,0.100405774936633
1,10,3,33,0.47,0,1,-0.00988820782566707
1,10,2.4,32,0.47,0,0,0.345837156016115
1,10,3,35,-0.8,0,1,0.230741685983308
1,10,3.5,27,-0.17,0,0,0.0887043592928195
1,10,2.7,35,0.82,0,1,0.0533370686979517
0,10,2.4,24,-1.37,1,1,2.01611537494831
1,10,3,27,1.45,0,0,-0.0104187407939475
1,10,2.9,29,-0.84,0,0,0.404904817542514
1,10,2.8,39,-0.31,0,1,0.105998996061279
1,10,3.1,34,1.73,0,1,-0.353562947382738
1,10,2.8,32,-0.38,0,1,0.288974354550959
1,2,3.3,35,1.03,0,1,-0.35971598002654
1,10,2.5,40,-0.52,0,1,0.267806481943268
1,10,2.6,34,0.25,0,1,0.251886162287447
1,10,3.2,34,-0.03,0,1,-0.0120410799694661
1,10,3.6,29,0.47,0,1,-0.180004341044051
1,10,2.5,41,0.33,0,1,0.0933566090440559
1,10,3.4,34,0.89,1,1,-0.35973486009587
0,10,3.2,28,-0.52,1,0,1.56797948203278
1,10,3.2,33,1.1,0,1,-0.251062036945792
1,10,3.5,25,1.03,1,1,-0.116513550695664
0,6,3.1,24,-0.24,0,1,1.64460079139383
1,10,3.2,30,-0.8,0,1,0.257316075963119
1,10,3.1,28,-0.03,1,1,0.183292394050903
1,10,2.7,37,2.09,0,1,-0.302671843390411
1,10,2.4,31,-0.31,0,1,0.482161640540358
1,10,2.9,33,0.47,1,1,0.0436726382790122
1,10,3.2,35,-0.1,0,1,-0.0445439123877819
0,5,2.3,37,-0.1,0,1,1.654123916919
1,10,2.6,31,-0.52,0,0,0.440878475843455
1,10,3,37,1.17,0,0,-0.254525859644551
1,10,3.3,26,0.89,1,0,-0.00519851383345834
1,10,3.7,36,1.58,0,1,-0.796887841997701
0,10,3.1,34,-0.73,1,0,1.54624398845982
1,10,3.8,30,-0.52,0,0,-0.127230837356297
1,10,3.1,35,0.25,0,0,-0.0730727545060218
1,10,2.5,39,-0.1,0,0,0.2069303803048
1,10,2.7,36,0.75,0,1,0.0282177773237641
1,10,2.1,34,0.47,0,1,0.427183333630836
1,10,3.4,30,2.09,0,0,-0.46446599503446
1,10,2.9,19,0.11,0,1,0.503334876985515
1,10,2.6,33,-0.66,0,1,0.396663506299612
1,10,3,34,-0.59,0,1,0.213983508957947
1,5,2.6,31,0.47,0,1,0.288272512610362
1,10,2.5,37,-0.8,0,1,0.381944530153588
1,10,3.4,40,0.47,0,1,-0.455464270404986
1,10,2.7,36,0.33,0,0,0.125925107309067
1,9,2.7,33,-0.03,0,1,0.25123811364623
1,10,3.3,31,-0.73,0,1,0.150976348600684
1,10,2.1,42,0.25,0,1,0.261336628520748
1,10,2.9,34,0.33,0,0,0.0584795797223531
1,5,2.6,32,0.89,0,1,0.191456963648705
1,10,3.5,28,0.61,0,0,-0.132887697359441
1,10,3.8,33,1.52,0,0,-0.728416921664125
0,10,2.5,25,-0.52,1,1,1.83670582124057
1,10,3.5,37,0.47,0,1,-0.413190476063974
1,10,2.7,40,0.75,0,1,-0.0708679602209699
1,10,3.1,24,0.33,0,1,0.230034149200276
1,10,2.1,40,-0.41,0,1,0.400694412201094
1,10,3.1,35,-0.52,0,1,0.108921088582674
1,10,2.9,30,-0.38,1,0,0.318841722557443
1,10,3,31,-2.71,0,0,0.593547057653363
1,10,3.3,31,-0.87,0,0,0.174753679644835
0,10,3,34,-1.02,0,1,1.56778157843986
1,10,3.3,33,0.96,1,1,-0.291672226499853
1,10,2.3,23,-0.03,1,0,0.614530211315499
1,10,1.7,37,0.82,0,1,0.434277946060427
1,10,2.6,36,0.47,0,1,0.124947874838239
1,10,3.4,33,1.03,0,1,-0.328018392976354
0,10,3,33,-1.02,0,0,1.58985503459724
1,10,2.9,37,0.39,0,1,-0.016849901270678
1,2,2.6,38,0.11,0,0,0.149824106223067
1,10,2.8,32,-0.85,0,0,0.376842620568081
0,10,3.2,21,0.11,1,0,1.60040077399616
1,10,2.9,30,0.18,0,1,0.195320137573424
1,10,2.5,36,0.75,0,1,0.13172853636641
1,10,2.8,38,0.25,0,1,0.0180785944439236
1,10,4,32,-0.31,0,0,-0.358397541356386
1,10,2.8,35,-0.59,0,0,0.263152149445156
1,10,2.9,37,-0.24,0,1,0.0969577757969478
1,10,3.2,37,0.68,0,0,-0.284274709366612
1,10,3.5,42,2.37,0,1,-1.07669512175325
1,10,2.9,24,-0.31,0,0,0.413809202433551
1,10,2.6,37,0.75,0,1,0.0553758134250591
0,10,2.9,34,-0.73,0,1,1.57881779974928
1,10,3.3,27,0.39,0,0,0.0466790253815867
1,1,2.9,34,-0.03,0,1,0.124541205471343
1,10,3.1,33,-1.16,0,0,0.262498761084912
1,10,3,32,1.1,0,0,-0.0861244794197483
1,10,3.1,24,0.47,0,1,0.231704505745098
1,10,2.8,37,-0.52,0,1,0.178317989103501
1,2,3.2,32,-0.11,0,1,0.0575314713602437
1,10,2.9,33,-0.38,0,1,0.25947049670814
1,10,3.5,31,1.21,0,0,-0.385825802650971
1,10,3.3,27,0.33,0,1,0.0711228244741323
1,10,2.9,38,0.68,0,1,-0.123052628189602
1,10,3.2,33,0.82,0,1,-0.185172295629425
1,10,3.1,35,-0.03,0,0,0.0190114067851434
1,10,3.2,32,-2.28,0,1,0.434648555390742
1,10,2.7,38,-0.45,0,1,0.210937699134916
1,10,2.8,37,-0.87,0,0,0.247282069689581
1,10,2.6,27,-0.03,0,1,0.442353820931678
1,10,2.5,40,1.38,0,1,-0.128248521792715
1,10,3.1,35,-0.38,0,0,0.088159483442497
1,10,2.8,42,0.47,0,1,-0.149296191655725
0,10,2.1,28,-0.66,1,1,1.92203836200748
1,10,3.3,33,0.11,0,1,-0.0797391058859422
0,10,3.2,21,-1.09,1,0,1.75218852989272
1,10,3.2,31,0.54,0,0,-0.0287825304754981
1,10,2.8,21,-1.65,1,0,0.737954607817476
1,10,3.3,33,-0.59,0,0,0.0570423521153268
1,10,3.2,30,0.54,0,1,-0.0124471056165617
1,10,3.2,30,-0.52,0,0,0.179106934022626
0,10,2.4,25,-0.8,1,0,1.87776273930826
1,5,3.1,31,-1.02,0,1,0.276204647607322
1,10,2.8,35,2.09,0,1,-0.278184306662336
1,10,2.9,34,-0.24,1,1,0.203286504639093
0,10,3,32,-0.45,1,0,1.54793616981247
1,10,3,32,0.39,0,0,0.0788269905595224
1,10,2.6,32,-0.59,0,1,0.404973785656117
1,10,3.5,27,0.25,0,0,-0.0585602179410456
1,10,2.7,32,-0.24,0,1,0.32801123547184
1,10,2.5,29,0.55,0,0,0.351675470764842
1,10,3.4,26,0.25,0,0,0.0472722735170701
1,1,2.3,37,-0.59,0,1,0.418481762661341
1,10,2.6,36,1.38,0,0,-0.0478996560843241
1,10,3.1,31,1.87,0,0,-0.302713189875697
1,10,2.8,38,-0.17,0,1,0.0565258266521728
1,10,2.7,33,1.59,0,0,-0.0234091983823648
1,10,2.3,38,0.47,0,1,0.218783170675501
1,10,3.4,27,-0.1,0,1,0.0778999921310121
1,10,2.6,37,-0.66,1,1,0.309222531584766
1,10,2.8,38,1.45,0,1,-0.238996550804571
1,10,2.5,39,-0.31,0,1,0.26338163792835
1,10,3.1,34,0.39,0,0,-0.0582324778102927
1,10,3,37,1.59,0,1,-0.357069697334671
1,6,2.7,33,0.18,0,1,0.245257175689208
1,10,1.9,35,-0.73,0,0,0.656421569142265
1,10,3,34,0.04,0,1,0.087261545862524
1,10,2.5,32,-0.56,0,1,0.453588076967034
1,10,2.7,40,1.03,1,1,-0.167257475889835
0,10,2.9,34,-0.38,0,0,1.55128999584276
1,10,2.6,31,1.73,0,1,0.0352650012532549
1,10,3.3,35,-0.03,0,0,-0.128474882997253
1,10,2.9,34,0.33,0,0,0.0279398439214794
1,10,3.1,30,-0.8,1,0,0.281848336416313
1,10,3.2,34,1.17,0,1,-0.290126194613307
1,10,3.3,23,-0.1,0,1,0.244876109879875
1,10,2.1,38,-1.3,0,1,0.575445907773414
1,10,3.1,33,0.47,0,1,-0.044594219686653
1,10,2.7,24,1.57,0,0,0.188715648339928
1,10,2.2,28,-0.66,0,0,0.649945858677758
1,10,3.6,33,0.89,0,0,-0.405061591323861
1,10,2.6,39,0.33,0,0,0.061498685495313
1,10,3.4,34,1.73,0,1,-0.505198569891004
1,10,3.6,36,1.1,0,0,-0.575044696267645
1,10,3.3,31,-0.38,1,1,0.0841685861405
0,10,2.4,24,-1.02,1,0,1.93344198023055
1,10,2.8,35,2.02,0,0,-0.305251164729413
1,10,2.4,37,1.66,0,0,-0.00865332261666802
1,10,2.5,34,0.25,0,1,0.255084455917967
1,10,2.4,36,0.04,0,0,0.28486979417812
1,10,2.6,37,0.18,0,1,0.129913136523256
1,5,3.3,35,1.52,0,0,-0.453866213588589
1,10,3.4,32,1.81,0,0,-0.494714662470995
1,10,3.3,33,0.33,0,1,-0.124290338744604
1,10,3.1,24,-0.66,0,1,0.389691534704111
1,10,3.4,35,2.58,0,1,-0.773179684273233
1,10,3.1,34,-0.1,0,1,0.022594818257547
1,10,3.1,30,-0.03,1,0,0.171802991127714
1,10,3,35,0.39,0,1,-0.0605543888230376
0,10,3.4,26,-0.52,0,0,1.54032905022645
1,10,3.2,30,0.75,0,1,-0.038393747802506
1,10,2.3,34,-0.17,0,1,0.442157933533933
1,10,2.4,37,-0.94,1,0,0.436934835427572
1,10,3.5,30,0.11,0,1,-0.0830945401676779
1,10,2.4,29,-0.87,1,1,0.574361352009665
1,10,2.7,34,0.39,0,0,0.131569487937205
1,10,3,31,-0.17,0,0,0.183382146243066
1,10,3.7,37,0.96,0,0,-0.637224844948905
1,10,3.1,32,1.38,0,0,-0.196094929951515
1,10,2.9,37,-0.38,0,1,0.112114535993006
1,10,2.8,30,-0.66,1,1,0.42097225536419
1,10,2.5,34,0.75,0,1,0.189800189538783
1,10,3.3,35,0.04,0,0,-0.12847314602058
1,10,2.5,32,0.61,0,1,0.255563454685682
1,10,3.2,31,0.75,0,1,-0.10677240398779
0,10,2.9,34,-0.87,0,0,1.5702797048701
0,10,2.3,26,-1.58,1,1,2.00824216998006
1,10,3.3,34,-0.17,0,0,-0.017362979133056
1,10,2.4,31,0.89,0,1,0.289758195664787
1,10,2.9,35,0.11,0,1,0.0859151732104146
1,10,3,36,0.33,0,1,-0.044734675866093
1,10,2.7,35,-1.58,0,1,0.477166987708321
1,10,2.7,32,0.25,0,1,0.245072958954526
1,10,2.1,34,-0.8,0,1,0.610341516340873
1,10,3,33,0.47,0,1,0.000522308937288952
1,10,2.9,30,0.61,0,0,0.134086985210474
1,10,2.9,36,-0.03,0,1,0.0840866176004276
1,10,3.5,30,1.17,0,0,-0.313638563458535
1,10,3.3,33,-0.59,0,0,0.0945434796881427
1,10,3.2,29,0.68,0,1,-0.0152101615775861
1,10,3.2,33,0.04,0,0,0.0132549973804235
1,6,2.9,35,-0.66,0,1,0.227253309558437
1,10,2.5,33,-1.23,0,1,0.529300421741169
1,10,3.3,35,0.11,0,1,-0.09418721316855
1,10,2.9,32,1.1,0,0,-0.0108129287027509
1,10,3.1,30,0.96,0,1,-0.027408010185853
0,10,3.3,32,-1.58,0,0,1.59985953075912
1,10,2.6,38,1.75,0,1,-0.21992001078383
1,10,2.9,31,0.33,0,0,0.119394970271497
1,10,2.8,34,-0.31,0,0,0.253618810081408
1,10,2.6,32,0.11,0,1,0.318033498443757
1,10,3.6,31,0.33,1,0,-0.253180942091761
1,10,3.5,31,1.1,0,1,-0.328170465472512
1,10,3,31,1.24,1,1,-0.0718584703000421
1,10,3.1,32,2.02,0,0,-0.349252159717376
1,5,2.5,34,0.89,0,1,0.148964131199607
0,10,3.1,23,-0.87,1,1,1.71183720047837
0,3,3.3,24,-0.73,1,0,1.6359791630477
0,10,2.5,20,-0.8,1,0,1.96889224503934
1,10,2.7,35,1.17,0,1,-0.0152005466278049
1,10,2.8,36,0.25,0,1,0.0661910932247564
1,10,2.7,38,-0.17,0,1,0.118196882443279
1,5,3.1,33,0.61,0,1,-0.0755698550437368
1,10,2.9,41,-0.59,0,1,-0.00562390206605862
1,2,3.4,29,-0.03,0,0,0.0290024166409525
1,10,3.2,33,-0.03,0,1,0.0148956180659357
1,9,3,39,-0.56,1,1,0.0511708945490401
1,9,2.9,33,-0.89,1,0,0.320789799050815
0,9,2.7,45,-1.01,1,1,1.49131194897062
1,10,3.6,44,0.46,0,1,-0.723954122242676
1,9,3.8,45,-0.54,0,1,-0.659694145947168
1,9,2.7,36,-0.39,1,1,0.249553088490511
1,9,3.6,37,-0.02,1,1,-0.367584688498003
1,9,3.5,42,-1.84,0,0,-0.0621622900198836
1,9,3.1,43,0.03,0,1,-0.253159522825162
1,9,3.6,45,0.36,0,0,-0.748575828175843
1,9,3.6,38,0.57,0,1,-0.502947970641927
1,9,2.4,39,-1.37,1,1,0.476351445816907
1,9,3.7,38,0.55,0,1,-0.587872994440181
1,9,3.9,42,0.5,0,0,-0.876775413852814
1,9,3.8,41,1.75,0,0,-1.08073151732363
1,9,3.7,42,1.9,0,1,-1.09193151309702
1,9,3.8,40,0.57,0,0,-0.748418919822853
1,9,3.7,44,0.8,0,0,-0.888265225475706
1,9,4,39,-1.26,0,0,-0.389481870872832
1,9,3.5,44,-0.78,0,1,-0.385413625499187
1,9,3.5,33,-1.47,1,0,0.133875692492003
1,9,3.8,41,0.42,0,0,-0.747292511878144
1,9,3.8,40,0.23,1,0,-0.634572032629813
1,9,3.6,39,0.27,1,0,-0.490658817142079
0,9,3.3,32,-2.76,1,0,1.71164785954882
1,9,3.3,41,-0.08,0,1,-0.28855893024097
1,9,3.4,44,-0.62,0,0,-0.311561405871335
0,9,3.4,35,-2.2,1,0,1.57201632544263
1,9,3.7,39,-0.31,0,1,-0.423036576735293
1,9,3.8,42,-0.56,0,0,-0.550508130422353
1,9,3.2,39,-1.3,0,0,0.075133126219218
1,9,3.7,44,-0.08,0,1,-0.680616003901896
1,0,3.8,45,1.09,0,0,-1.04627767946131
1,9,3.4,41,-0.27,0,0,-0.312746270276062
1,9,2.6,46,-0.93,0,1,0.131620526037404
1,9,3.4,45,0.17,0,1,-0.587890848170024
1,9,3.7,39,1.09,0,1,-0.785901374318706
1,9,3.8,42,0.94,0,1,-0.962099283867209
1,9,3.3,41,0.48,0,1,-0.436021801142977
1,0,3.5,47,1.44,0,1,-1.03279973932259
1,9,3.7,40,-1.37,0,1,-0.215019337313603
1,9,3.4,39,-0.43,1,1,-0.216837037676901
1,9,3.6,46,0.61,0,1,-0.85409525584756
1,9,3.6,28,-0.41,1,0,0.0198156690911447
1,9,3.7,35,0.15,0,0,-0.422372241862826
1,9,3.9,37,-0.14,0,0,-0.531328578033249
1,9,3.6,44,-0.25,0,0,-0.553571356203571
1,9,3.6,41,0.01,0,1,-0.509313720588224
1,5,3.9,42,0.73,0,1,-0.932430361014534
1,9,3.4,47,1.92,0,1,-1.09630981328051
1,9,3.4,38,-0.64,0,1,-0.117220778879024
1,9,3.7,48,1.77,0,1,-1.2900002113404
1,9,3.7,48,0.03,0,1,-0.827569342596441
1,9,3,38,-0.52,1,1,0.0613102896129215
1,9,2.9,41,-0.64,0,0,0.0630671728705401
1,9,3.3,46,0.79,0,1,-0.683335739344853
1,9,3.6,41,-0.25,0,1,-0.453446847542603
1,9,3.5,42,0.55,1,0,-0.610043782425594
1,9,3.7,44,-0.76,0,1,-0.485552726813547
1,9,3.9,43,1.21,0,0,-1.09433385320705
1,9,3.5,41,1.19,0,0,-0.704249432156569
0,9,3.2,27,-2.01,1,0,1.74214875925694
1,1,3.3,44,-0.49,1,1,-0.324660524536596
1,9,3.1,30,-1.2,1,1,0.367346719642065
1,9,3.6,37,-0.56,0,0,-0.222818769222007
1,9,3.7,40,-0.6,0,0,-0.38436768924244
1,9,3.5,47,0.57,0,0,-0.811045691806198
1,9,3.7,39,-0.27,0,1,-0.435232075205434
1,0,3.5,38,1.21,0,1,-0.633463711532554
1,9,3.5,41,-0.14,0,1,-0.421264450143117
1,9,3.1,39,-1.01,1,0,0.0924399129468565
1,9,3.7,43,0.48,0,1,-0.74440372339646
1,10,3.3,48,1.02,0,1,-0.849001712469519
1,9,4,41,1.09,0,0,-1.03742044937374
1,9,3.7,41,-0.04,0,1,-0.557917694525599
1,9,3.4,46,0.63,0,1,-0.712074070431967
1,10,3.8,44,1.21,0,1,-1.07313873413882
1,9,3.9,39,1.42,0,1,-0.97197518953096
1,9,3.6,42,1.54,0,1,-0.941989646377423
1,9,4,39,0.32,0,1,-0.753073831138066
1,9,3.2,33,-0.93,1,0,0.181014609789149
1,9,3.2,38,-0.95,1,0,0.0533076444128294
1,9,3.6,43,-0.99,0,0,-0.329865508589612
1,9,3,43,1.36,0,1,-0.52351239330417
1,9,3.1,45,0.84,0,1,-0.550137653144219
1,9,3.4,39,1.29,0,1,-0.609546282022723
1,9,2.5,43,-0.74,0,1,0.21640773674327
1,9,3.8,44,1.36,0,0,-1.11478854676911
1,9,3.7,40,0.09,0,1,-0.550979031269517
1,9,3.4,48,0.4,0,1,-0.745116266279622
1,9,3.2,41,-0.24,0,1,-0.202521581361633
1,9,3.4,32,-1.1,1,1,0.120347454440428
1,0,3.6,47,0.61,0,1,-0.896038008946659
1,9,3.6,41,0.59,0,0,-0.630068479232338
1,9,3.6,44,1.13,0,0,-0.906096786815924
1,9,3.4,44,-1.06,0,1,-0.23762791808692
1,9,3.5,48,0.61,0,1,-0.827877059174176
1,9,3.7,39,-1.1,0,0,-0.206309580689196
1,9,3.5,46,-0.02,0,1,-0.597700685313348
1,9,3.8,44,1.17,0,1,-1.06463417398484
1,9,3.5,35,0.69,1,1,-0.380877485000872
1,9,3.7,42,0.61,0,1,-0.736506760074467
1,3,3.3,44,1.23,0,1,-0.709627998054546
1,9,3.8,40,1.52,0,1,-1.01325863024339
1,9,3.8,42,1.73,0,1,-1.11672682542515
1,9,3.6,44,0.48,0,1,-0.720031048626088
1,9,3.6,46,1.86,0,0,-1.17230521977018
1,9,3.3,45,0.86,0,0,-0.687876236004783
1,9,2.9,37,-0.29,1,1,0.111304790422037
1,9,3.6,43,0.32,0,0,-0.649458618504214
1,9,3.8,37,-0.6,1,0,-0.314013004086766
1,9,3.7,41,1.83,0,0,-1.02659562372223
1,9,3.3,39,0.52,1,0,-0.350834985943777
0,9,3.2,39,-0.49,0,1,1.40552776394124
1,9,3.6,42,-0.22,0,1,-0.491093652439729
1,9,3.6,40,-0.35,0,1,-0.388892835898309
1,5,3.1,48,1.48,0,1,-0.782662057275601
1,9,3.6,44,0.84,0,1,-0.851775491662642
1,9,3.5,45,0.9,0,0,-0.832434271717993
1,0,3.7,41,0.27,1,1,-0.655646309836126
1,9,3.9,42,-0.18,0,0,-0.66266095617667
1,9,3.8,44,0.86,0,1,-0.96930780263857
1,9,2.8,38,-1.84,1,0,0.362516189905191
1,9,3.4,38,-1.57,0,1,0.0939833613291261
1,5,3.6,39,-1.16,0,0,-0.192572420968998
1,9,3.8,48,0.44,0,1,-1.02938936196663
1,9,3.7,47,1.73,0,0,-1.26224481851781
1,9,3.6,45,0.5,0,0,-0.81010331883792
1,9,3.6,42,-0.95,0,0,-0.295129021783096
1,9,3.3,44,0.75,0,1,-0.603882182178909
1,9,3.7,43,0,0,1,-0.692681409824321
1,9,3.3,43,0.19,0,1,-0.433710726193819
1,5,3.1,33,-1.37,1,0,0.305826241319847
1,0,3.6,39,-1.06,0,1,-0.21449466569396
1,9,2.9,36,-0.49,0,0,0.14869141263135
1,9,3.2,32,-1.03,1,0,0.232441408530827
1,9,3.5,43,0.67,0,1,-0.667997397229402
1,9,3,40,-0.97,1,1,0.0885364979108138
1,9,3.8,37,-0.02,0,1,-0.490445405632027
1,9,3.3,41,0.44,0,1,-0.372399840169566
1,9,3.8,38,1.65,0,1,-0.954474898500912
1,10,3.5,37,-0.83,1,0,-0.0883304126057338
0,9,3.1,40,-1.03,1,0,1.46958154696679
1,9,3.5,42,-1.64,0,0,-0.122830018068
1,9,3.9,42,0.88,0,0,-0.970988450480298
