"","bar_pass_fair","location","UGPA","LSAT","ZFYA","amerind","asian","black","hisp","mexican","other","puerto","white","female","male","u_hat"
"2036",1,5,3.6,48,0.29,0,0,0,0,0,0,0,1,0,1,0.74683771279754
"2037",1,2,3.9,42,-1.12,0,0,0,0,0,0,0,1,1,0,0.286769591552188
"2038",1,2,3.7,41,-0.29,0,0,0,0,0,0,0,1,0,1,0.528464905089726
"2039",1,2,3.7,42,-1.36,0,0,0,0,0,0,0,1,0,1,0.152055643318472
"2040",1,5,3.6,43,1.15,0,0,0,0,0,0,0,1,0,1,0.686148871030891
"2041",1,2,3.5,45,0.82,0,0,0,0,0,0,0,1,1,0,0.594279129203744
"2042",1,9,3.9,46,-1.15,0,0,0,0,0,0,0,1,1,0,0.35957413531292
"2043",1,5,3.5,45,0.49,0,0,0,0,0,0,0,1,0,1,0.504895508332304
"2044",1,5,3.8,48,1.76,0,0,0,0,0,0,0,1,0,1,1.10321076566379
"2045",1,0,3.4,46,0,0,0,0,0,0,0,0,1,0,1,0.358945924513135
"2046",1,2,3.4,41,-0.3,0,0,0,0,0,0,0,1,0,1,0.161166461093519
"2047",1,6,3.5,44,-0.13,0,0,0,0,0,1,0,0,0,1,0.596308358294448
"2048",1,5,3.7,41,-0.35,0,0,0,0,0,0,0,1,1,0,0.388639173767164
"2049",1,3,4,42,0.95,0,0,0,0,0,0,0,1,0,1,0.875335815194677
"2050",1,2,3.5,42,0.65,0,0,0,0,0,0,0,1,1,0,0.451345045182814
"2051",1,2,3.3,40,0.17,0,0,0,0,0,0,0,1,0,1,0.18222286567161
"2052",1,2,3.8,38,-0.95,0,0,0,0,0,0,0,1,1,0,0.143305315784956
"2053",1,2,3.7,42,-0.91,0,0,0,0,0,0,0,1,1,0,0.194463259271441
"2054",1,2,3.5,42,-1.01,0,0,0,0,0,0,0,1,1,0,0.180574547641522
"2055",1,0,3.7,42,-2.56,0,0,0,0,0,0,0,1,0,1,-0.0524243896135312
"2056",1,8,3.9,45,-0.35,0,0,0,0,0,0,0,1,0,1,0.53555475713552
"2057",1,1,3.4,40,-0.26,0,0,0,0,0,0,0,1,1,0,0.20073154268597
"2058",1,2,3.5,41,0.4,0,0,0,0,0,0,0,1,0,1,0.557208195224452
"2059",1,6,3.8,40,0.57,0,0,0,0,0,0,0,1,0,1,0.619142460314303
"2060",1,5,3.9,45,-0.44,0,1,0,0,0,0,0,0,0,1,0.775337599599945
"2061",1,0,3.7,47,0.19,0,0,0,0,0,0,0,1,0,1,0.665600704503507
"2062",1,2,3.2,48,0.93,0,0,0,0,0,0,0,1,0,1,0.522468234757779
"2063",1,8,3.9,38,0.14,0,0,0,0,0,0,0,1,0,1,0.436226746306921
"2064",1,2,3.4,41,-1.21,0,0,0,0,0,0,0,1,0,1,-0.00163742440316529
"2065",1,5,3.7,46,-0.63,0,0,0,0,0,0,0,1,0,1,0.397313052451953
"2066",1,2,3.5,46,0.59,0,0,0,0,0,0,0,1,1,0,0.521688393365493
"2067",1,8,4,44,0.98,0,0,0,0,0,0,0,1,1,0,0.865288917132076
"2068",1,1,3.9,45,-0.43,0,0,0,0,0,1,0,0,1,0,0.579690135552528
"2069",1,2,3.4,42,1.94,0,0,0,0,0,0,0,1,0,1,0.741590614690204
"2070",1,9,3.7,38,0.4,0,0,0,0,0,0,0,1,0,1,0.387958796512658
"2071",0,2,2.9,34,-1.44,0,0,1,0,0,0,0,0,0,1,-0.801740048889402
"2072",1,2,3.6,36,0.75,0,0,0,0,0,0,0,1,0,1,0.499613863019302
"2073",1,5,3.4,46,-0.56,0,0,0,0,0,0,0,1,1,0,0.164655845831118
"2074",1,0,3.6,42,0.06,0,0,0,0,0,0,0,1,1,0,0.42403738554541
"2075",1,6,3.5,44,-0.48,0,0,0,0,0,0,0,1,1,0,0.322649527483878
"2076",1,2,3.4,40,-0.91,0,0,0,0,0,0,0,1,0,1,0.0155064960698388
"2077",1,2,3.5,43,0.46,0,0,0,0,0,0,0,1,0,1,0.373078143441921
"2078",1,3,3.7,42,0.67,0,0,0,0,0,0,0,1,0,1,0.587429683825747
"2079",1,5,3.6,40,0.35,0,0,0,0,0,0,0,1,0,1,0.413127955145944
"2080",1,5,3.5,48,1.27,0,0,0,0,0,0,0,1,0,1,0.777249776811914
"2081",1,2,3.9,45,1.02,0,0,0,0,0,0,0,1,1,0,0.820848214631476
"2082",1,9,3.7,39,-0.75,0,0,0,0,0,0,0,1,1,0,0.170356743118056
"2083",1,2,3.7,47,-0.03,0,0,0,0,0,0,0,1,0,1,0.709332028503956
"2084",0,2,2.9,39,-0.87,0,0,1,0,0,0,0,0,1,0,-0.671776782342421
"2085",1,2,3.6,41,-0.42,0,0,0,0,0,0,0,1,1,0,0.184198777168684
"2086",1,5,2.9,32,-0.56,0,0,1,0,0,0,0,0,0,1,0.597231909234552
"2087",1,2,3.5,38,-0.2,0,0,0,0,0,0,0,1,0,1,0.198979006393601
"2088",1,2,3.6,34,-0.53,0,0,0,0,0,0,0,1,1,0,0.0698898295819067
"2089",1,5,3.6,39,-1.27,0,0,0,0,0,0,0,1,1,0,0.12843225409785
"2090",1,1,3.1,39,0.98,0,0,0,0,0,0,0,1,0,1,0.263394276011348
"2091",0,4,2.9,38,0.12,0,0,0,0,0,0,0,1,0,1,-1.65602674261518
"2092",1,3,2.6,40,1.82,0,0,0,0,0,0,0,1,1,0,0.071816149793373
"2093",1,3,2.9,40,0.96,0,0,0,0,0,0,0,1,0,1,0.114108705279395
"2094",1,3,2.5,38,2.1,0,0,0,0,0,0,0,1,0,1,-0.0482743567884844
"2095",1,3,3.7,31,0.57,0,0,0,0,0,0,0,1,0,1,0.25693261498413
"2096",0,0,2.5,28,-1.54,1,0,0,0,0,0,0,0,0,1,-1.2896442572292
"2097",1,3,3,36,-0.54,0,0,0,0,0,0,0,1,0,1,-0.137405477920342
"2098",0,3,3.1,32,-0.4,0,0,0,0,0,0,0,1,1,0,-1.76208590454588
"2099",1,8,3.1,34,0.87,0,0,0,0,0,0,0,1,1,0,-0.00839999449023311
"2100",1,3,3.4,37,1.1,0,0,0,0,0,0,0,1,0,1,0.304174600594737
"2101",0,3,3.1,25,-0.66,0,0,0,1,0,0,0,0,1,0,-1.3260833723356
"2102",1,3,2.3,39,-0.03,0,0,0,0,0,0,0,1,0,1,-0.441482543772267
"2103",1,5,2.5,35,-0.56,0,0,0,0,0,0,0,1,0,1,-0.509874274154108
"2104",1,3,2.5,40,-0.5,0,0,0,0,0,0,0,1,0,1,-0.281351820766419
"2105",1,9,2.5,35,-0.85,0,0,0,0,0,0,0,1,1,0,-0.553492451130375
"2106",1,3,2.9,39,2.06,0,0,0,0,0,0,0,1,0,1,0.3425449854826
"2107",1,3,3.5,36,0.24,0,0,0,0,0,1,0,0,1,0,0.392263599499611
"2108",0,3,3.1,30,-1.52,0,0,0,0,0,0,0,1,1,0,-1.8345338309712
"2109",1,3,3.2,33,0.65,0,0,0,0,0,0,0,1,0,1,-0.0608505018857826
"2110",1,3,3.2,38,1.34,0,0,0,0,0,0,0,1,0,1,0.27411377772419
"2111",1,3,3.4,37,1.28,0,0,0,0,0,0,0,1,0,1,0.396246427308942
"2112",1,5,3.6,33,2.23,0,0,0,0,0,0,0,1,0,1,0.55599920739125
"2113",1,3,3.1,39,0.07,0,0,0,0,0,0,0,1,1,0,-0.00834145727754887
"2114",0,3,2.5,28,-1.26,0,1,0,0,0,0,0,0,1,0,-1.64965626320554
"2115",1,3,3,36,0.67,0,0,0,0,0,0,0,1,1,0,-0.0486535941969148
"2116",1,3,2.7,39,0.44,0,0,0,0,0,0,0,1,0,1,-0.109737309720841
"2117",1,3,2.4,39,-0.64,0,0,0,0,0,0,0,1,0,1,-0.457067370583022
"2118",1,3,3.4,41,-0.11,0,0,0,0,0,0,0,1,0,1,0.219504875306822
"2119",1,3,2.8,40,0.2,0,0,0,0,0,0,0,1,0,1,-0.0505723162451382
"2120",1,1,3.3,31,0.22,0,0,0,0,0,0,0,1,0,1,-0.0995644103436166
"2121",1,3,3.4,38,1.9,0,0,0,0,0,0,0,1,0,1,0.433971068566138
"2122",1,4,3.9,41,0.75,0,0,0,0,0,0,0,1,0,1,0.668999578498277
"2123",1,3,3.1,41,0.94,0,0,0,0,0,0,0,1,1,0,0.260215611377889
"2124",1,3,3.6,35,0.03,0,0,0,1,0,0,0,0,1,0,0.550860776846913
"2125",1,3,3.6,40,-0.01,0,0,0,0,0,0,0,1,1,0,0.318704628197738
"2126",1,3,3.1,35,-0.72,0,0,0,0,0,0,0,1,0,1,-0.15500275040245
"2127",0,0,3.1,31,-1.75,0,0,0,1,0,0,0,0,1,0,-1.234749286729
"2128",1,3,2.9,37,-0.17,0,0,0,0,0,0,0,1,0,1,-0.149241463611221
"2129",1,3,2.9,38,0.48,0,0,0,0,0,0,0,1,0,1,-0.0867953239477272
"2130",1,3,2.9,38,-0.38,0,0,0,0,0,0,0,1,1,0,-0.198733240721473
"2131",1,3,2.9,39,1.67,0,0,0,0,0,0,0,1,0,1,0.238591312522708
"2132",0,3,2.9,30,-0.56,0,0,1,0,0,0,0,0,1,0,-0.806600521771468
"2133",1,3,3.1,37,0.85,0,0,0,0,0,0,0,1,0,1,0.103484160966258
"2134",1,3,3.2,37,-0.54,0,0,0,0,0,0,0,1,0,1,-0.0162469643631702
"2135",1,3,2.9,36,0.89,0,0,0,0,0,0,0,1,1,0,0.0101586312125992
"2136",1,3,3.8,41,-0.87,0,0,0,0,0,0,0,1,0,1,0.338911215519702
"2137",1,3,2.7,30,-0.87,0,0,0,0,0,0,0,1,1,0,-0.598623458210271
"2138",1,3,3.4,35,-0.13,0,0,0,0,0,0,0,1,1,0,0.0629083108310699
"2139",0,3,2.2,22,-0.91,1,0,0,0,0,0,0,0,0,1,-1.5105930445075
"2140",1,3,3.7,42,0.87,0,0,0,0,0,0,0,1,1,0,0.669526989982708
"2141",1,3,2.4,39,0.51,0,0,0,0,0,0,0,1,0,1,-0.338734944213271
"2142",1,9,2.9,34,0.26,0,0,0,0,0,0,0,1,0,1,-0.184801574343022
"2143",1,3,3.2,35,-1.26,0,0,0,0,0,0,0,1,1,0,-0.404407108467152
"2144",1,3,3.3,38,-0.48,0,0,0,0,0,0,0,1,1,0,0.00844231723510206
"2145",1,3,2.9,40,-0.79,0,0,0,0,0,0,0,1,0,1,-0.130513237350875
"2146",1,3,3.8,36,-0.64,0,0,0,0,0,0,0,1,0,1,0.23311169047523
"2147",0,3,3.3,37,-0.62,0,0,0,0,0,0,0,1,1,0,-1.69386213114629
"2148",1,3,2.9,45,0.42,0,0,0,0,0,0,0,1,0,1,0.0774193772402533
"2149",1,3,3.1,41,1.65,0,0,0,0,0,0,0,1,0,1,0.407865770455397
"2150",1,3,3.1,41,-0.29,0,0,0,0,0,0,0,1,0,1,0.074715189597792
"2151",1,0,3.4,29,0.53,0,0,0,0,0,0,0,1,1,0,0.0244755701484533
"2152",1,3,3.7,38,-0.31,0,0,0,0,0,0,0,1,1,0,0.365600129397486
"2153",1,3,2.7,34,0.73,0,0,0,0,0,0,0,1,1,0,-0.289830125313027
"2154",1,3,3.5,39,2.06,0,0,0,0,0,0,0,1,0,1,0.71833563188742
"2155",1,5,3.2,35,-0.62,0,1,0,0,0,0,0,0,1,0,0.122996239297603
"2156",1,3,3.8,35,0.24,0,0,0,0,0,0,0,1,1,0,0.407616538396738
"2157",0,0,2.8,32,-1.36,0,0,0,0,0,0,0,1,0,1,-1.85245785452119
"2158",1,3,2.9,40,1.14,0,0,0,1,0,0,0,0,0,1,0.618533167512408
"2159",1,3,3.4,35,0.2,0,0,0,0,0,0,0,1,1,0,0.0909503670171357
"2160",1,3,3.6,37,1.47,0,0,0,0,0,0,0,1,1,0,0.433925752460827
"2161",1,3,3.2,41,1.12,0,0,0,0,0,0,0,1,0,1,0.411526953931075
"2162",0,3,3.5,27,-1.4,0,0,0,0,0,0,0,1,1,0,-1.75896099691656
"2163",1,5,2.4,42,1.61,0,0,0,0,0,0,0,1,0,1,0.0156131910162759
"2164",1,3,2.8,37,-0.48,0,0,0,0,0,0,0,1,1,0,-0.292945337484231
"2165",1,3,3.8,37,0.85,0,0,0,0,0,0,0,1,1,0,0.583898781105182
"2166",1,3,2.7,37,1.3,0,0,0,0,0,0,0,1,1,0,-0.164551626062645
"2167",0,3,2.6,40,-0.44,0,0,0,0,0,0,0,1,1,0,-1.73593211923668
"2168",1,3,3.6,33,-0.81,0,0,0,0,0,0,0,1,1,0,-0.0279862451637267
"2169",1,3,3.9,32,0.77,1,0,0,0,0,0,0,0,1,0,1.01197495693537
"2170",1,3,3.3,32,1.49,0,0,0,0,0,0,0,1,1,0,0.273814784127708
"2171",0,3,2.8,38,-0.64,0,0,0,1,0,0,0,0,0,1,-1.19355315037413
"2172",1,3,3.7,37,0.71,0,0,0,0,0,0,0,1,1,0,0.44994175530458
"2173",1,3,3.6,39,1.34,0,0,0,0,0,0,0,1,0,1,0.6587807152946
"2174",1,3,3,39,-0.17,0,0,0,0,0,0,0,1,0,1,-0.0709994062931563
"2175",1,3,3.1,42,1.57,0,0,0,0,0,0,0,1,0,1,0.391479264228111
"2176",1,1,2.9,38,-0.74,0,0,0,0,0,0,0,1,0,1,-0.217015285942921
"2177",1,0,3.2,32,-0.91,0,1,0,0,0,0,0,0,0,1,0.0976803836602008
"2178",1,3,2.6,40,-0.93,0,0,0,0,0,0,0,1,0,1,-0.368103059930752
"2179",1,3,3.8,28,-0.93,0,0,0,0,1,0,0,0,0,1,0.411129881290268
"2180",1,3,2.7,33,-0.48,0,0,0,1,0,0,0,0,0,1,0.119074139985262
"2181",1,3,2.5,39,0.16,0,0,0,0,0,0,0,1,1,0,-0.196946273090279
"2182",1,3,3.6,38,-1.26,0,0,0,0,0,0,0,1,0,1,0.0215226539044736
"2183",1,3,3.4,37,-0.86,0,0,0,0,0,0,0,1,0,1,-0.00025256330319947
"2184",1,3,3.5,41,1.45,0,0,0,0,0,0,0,1,0,1,0.678699530024048
"2185",1,3,3.6,34,0.06,0,0,0,0,0,0,0,1,1,0,0.218662161884333
"2186",1,3,3.3,38,0.04,0,0,0,0,0,0,0,1,0,1,0.0627533801128669
"2187",0,0,2.5,34,-0.97,0,0,0,0,1,0,0,0,0,1,-1.31946380327709
"2188",1,3,3.1,26,-1.5,1,0,0,0,0,0,0,0,1,0,0.162914543890971
"2189",0,0,2.5,22,-1.34,1,0,0,0,0,0,0,0,0,1,-1.37966314546838
"2190",1,1,3.2,40,-0.4,0,1,0,0,0,0,0,0,1,0,0.295375625338381
"2191",1,3,3.4,41,1.43,0,0,0,0,0,0,0,1,0,1,0.574420737055965
"2192",1,3,2.9,40,0.45,0,0,0,0,0,0,0,1,0,1,0.0224639028811519
"2193",0,0,2.6,23,-1.79,0,0,1,0,0,0,0,0,1,0,-1.19823749785924
"2194",1,3,3.6,40,0.68,0,0,0,0,0,0,0,1,0,1,0.482393831789273
"2195",1,3,3.6,35,-0.67,0,0,0,0,0,0,0,1,1,0,0.0199797210477074
"2196",1,3,3.3,32,-0.87,0,0,0,0,1,0,0,0,0,1,0.410576108952534
"2197",1,3,3.1,42,0.44,0,0,0,0,0,0,0,1,0,1,0.199164703170276
"2198",0,3,3.6,26,-1.23,0,0,0,0,1,0,0,0,0,1,-1.06790850853078
"2199",1,3,3.5,44,1.43,0,0,0,0,0,0,0,1,1,0,0.677572518598287
"2200",1,3,3.7,39,0.49,0,1,0,0,0,0,0,0,0,1,0.711158738335682
"2201",1,3,3.8,41,0.83,0,0,0,0,0,0,0,1,0,1,0.71916582697189
"2202",1,3,3.2,40,1.31,0,0,0,0,0,0,0,1,1,0,0.171549884674872
"2203",1,3,3.4,41,-0.55,0,0,0,0,0,0,0,1,1,0,0.117262632733105
"2204",1,3,3.8,42,0.57,0,0,0,0,0,0,0,1,1,0,0.663511425840973
"2205",1,3,3.5,47,1.73,0,0,0,0,0,0,0,1,1,0,0.816994760179392
"2206",1,3,3.4,40,-0.22,0,0,0,0,0,0,0,1,0,1,0.201750818849357
"2207",0,0,3.3,25,-0.91,0,1,0,0,0,0,0,0,0,1,-1.45170871415573
"2208",0,5,2.3,30,-0.93,0,0,1,0,0,0,0,0,0,1,-1.01258865450703
"2209",1,3,3.5,39,1.97,0,0,0,0,0,0,0,1,1,0,0.584445904240795
"2210",1,3,3.2,30,-0.43,0,0,0,0,1,0,0,0,0,1,0.352412039491895
"2211",1,3,4,35,1.2,0,0,0,0,0,0,0,1,0,1,0.796487440595084
"2212",1,3,3.8,34,-0.18,0,0,0,0,0,0,0,1,0,1,0.250029156040572
"2213",1,3,3.6,35,-0.22,0,1,0,0,0,0,0,0,1,0,0.366495139478649
"2214",1,3,2.6,41,0.1,0,0,0,0,0,0,0,1,0,1,-0.192740750529363
"2215",1,3,3.7,41,1.5,0,0,0,0,0,0,0,1,0,1,0.727233778236383
"2216",1,3,3,46,0.49,0,0,0,0,0,0,0,1,0,1,0.25782142574603
"2217",1,3,3.3,42,0.44,0,0,0,0,0,0,0,1,0,1,0.292661532164462
"2218",1,3,3.3,43,2.7,0,0,0,0,0,0,0,1,1,0,0.800827183811413
"2219",1,9,3.5,41,0.81,0,0,0,0,0,0,0,1,1,0,0.416200911385371
"2220",1,9,3,40,-1.11,0,0,0,0,0,0,0,1,1,0,-0.180124975641862
"2221",1,9,3.6,39,-0.97,0,0,0,0,0,0,0,1,0,1,0.193525134168966
"2222",1,9,3.1,44,1.97,0,0,0,0,0,0,0,1,0,1,0.672172628901158
"2223",1,9,3.6,40,0.46,0,0,0,0,0,0,0,1,0,1,0.458656728791862
"2224",1,9,3.7,43,0.42,0,0,0,0,0,0,0,1,1,0,0.508989117373046
"2225",1,9,3.9,34,1.12,0,0,0,0,0,0,0,1,0,1,0.637784093313091
"2226",1,9,3.3,40,0.77,0,0,0,0,0,0,0,1,1,0,0.329972838382463
"2227",1,9,3.5,39,-1.22,0,0,0,0,0,0,0,1,0,1,-0.0428293497895723
"2228",1,9,3,42,0.16,0,0,0,0,0,0,0,1,0,1,0.0492559081839346
"2229",1,9,3.2,44,0.58,0,0,0,0,0,0,0,1,0,1,0.325682397852012
"2230",1,9,3.2,47,-1.15,0,0,0,0,0,0,0,1,0,1,0.126350960820984
"2231",1,9,3.5,45,-0.13,0,0,0,0,0,0,0,1,1,0,0.321598095513778
"2232",1,9,3.8,46,1.83,0,0,0,0,0,0,0,1,1,0,0.999043050728603
"2233",1,9,2.5,43,0.95,0,0,0,0,0,0,0,1,0,1,-0.0457702050068825
"2234",1,9,3.2,41,0.74,0,0,0,0,0,0,0,1,0,1,0.276491211945068
"2235",0,9,2.9,42,-2.02,0,0,0,0,0,0,0,1,0,1,-1.79998082130192
"2236",1,9,3.6,39,-0.67,0,0,0,0,0,0,0,1,1,0,0.155810138387455
"2237",1,9,3.4,42,-0.06,0,0,0,0,0,0,0,1,0,1,0.248224856544422
"2238",1,9,3.1,39,-0.53,0,0,0,0,0,0,0,1,0,1,-0.0787798411783505
"2239",1,9,2.8,45,-0.27,0,0,0,0,0,0,0,1,1,0,-0.12830148500238
"2240",1,9,3.2,39,-0.67,0,0,0,0,0,0,0,1,0,1,0.0305890501596412
"2241",1,9,3.3,43,0.84,0,0,0,0,0,0,0,1,0,1,0.429055755934589
"2242",1,9,3.4,41,0.33,0,0,0,0,0,0,0,1,1,0,0.242946573771498
"2243",1,9,3.6,40,-1.22,0,0,0,0,0,0,0,1,0,1,0.0779007731762553
"2244",1,9,3.1,43,-0.57,0,0,0,0,0,0,0,1,0,1,0.0552153234411813
"2245",1,9,3.2,45,0.97,0,0,0,0,0,0,0,1,1,0,0.471751851832778
"2246",1,9,3.7,39,2.04,0,0,0,0,0,0,0,1,0,1,0.912431205191068
"2247",1,9,3.1,38,-1.34,0,0,0,0,0,0,0,1,0,1,-0.252813629521878
"2248",1,9,3.7,40,0.88,0,0,0,0,0,0,0,1,1,0,0.486416318587879
"2249",1,9,3.1,37,-0.2,0,0,0,0,0,0,0,1,0,1,-0.0508941258988417
"2250",1,9,3.2,42,0.37,0,0,0,0,0,0,0,1,0,1,0.325968006359562
"2251",1,9,3.4,45,1.05,0,0,0,0,0,0,0,1,0,1,0.597844859406503
"2252",1,9,3.7,44,1.62,0,0,0,0,0,0,0,1,1,0,0.81598734196749
"2253",1,9,3.1,44,1.74,0,0,0,0,0,0,0,1,0,1,0.458796387874967
"2254",1,9,3.2,43,0.16,0,0,0,0,0,0,0,1,1,0,0.139397908594053
"2255",1,9,3.8,35,1.9,0,0,0,0,0,0,0,1,1,0,0.72749829013857
"2256",1,9,3.4,29,-0.6,0,0,1,0,0,0,0,0,1,0,0.693961436831657
"2257",1,5,3.1,45,0.79,0,0,0,0,0,0,0,1,0,1,0.355923116641111
"2258",1,9,3.3,40,-0.99,0,0,0,0,0,0,0,1,1,0,0.00843583062529538
"2259",1,9,3.8,36,-1.04,0,0,0,0,0,0,0,1,0,1,0.191604112065301
"2260",1,9,3.6,37,-1.18,0,0,0,0,0,0,0,1,1,0,0.0333131442312748
"2261",1,9,3.3,35,-1.29,0,0,0,0,0,0,0,1,1,0,-0.154211275933991
"2262",1,9,3.6,45,0.24,0,0,0,0,0,0,0,1,0,1,0.504858193904012
"2263",1,9,3.4,42,-0.88,0,0,0,0,0,0,0,1,0,1,0.153912798340978
"2264",1,9,2.8,41,0.84,0,0,0,0,0,0,0,1,0,1,-0.00989924612867781
"2265",1,9,3,42,-1.22,0,0,0,0,0,0,0,1,1,0,-0.183078871144321
"2266",1,9,3.7,35,-0.53,0,0,0,0,0,0,0,1,1,0,0.151422816696593
"2267",1,9,3.2,42,-1.57,0,0,0,0,0,0,0,1,0,1,-0.15625074330079
"2268",0,9,3,26,-1.57,0,0,1,0,0,0,0,0,1,0,-0.893305937402093
"2269",0,9,3.7,34,-1.23,0,0,0,0,0,0,0,1,1,0,-1.64224215303283
"2270",1,9,3.9,34,0.12,0,0,0,0,0,0,0,1,0,1,0.384997387520458
"2271",1,9,3.3,30,-1.34,0,0,1,0,0,0,0,0,1,0,0.594986999599128
"2272",1,9,3.9,39,-0.11,0,0,0,0,0,0,0,1,1,0,0.447236448397874
"2273",1,9,3.2,40,-0.14,0,0,0,0,0,0,0,1,0,1,-0.0236478380267588
"2274",1,9,3.8,42,-0.25,0,0,0,0,0,0,0,1,0,1,0.501997036160774
"2275",1,9,3.6,37,1.21,0,0,0,0,0,0,0,1,0,1,0.546146668124428
"2276",1,9,3.8,38,0.6,0,0,0,0,0,0,0,1,0,1,0.641501356790037
"2277",1,9,3,42,-1.02,0,0,0,0,0,0,0,1,0,1,-0.226129763623958
"2278",1,9,3.6,45,0.49,0,0,0,0,0,0,0,1,1,0,0.443123111195038
"2279",0,9,2.4,28,-2.18,0,0,1,0,0,0,0,0,0,1,-1.17672521586911
"2280",1,9,2.9,44,-1.13,0,0,0,0,0,0,0,1,0,1,-0.1632213018759
"2281",1,9,3.6,37,1.16,0,0,0,0,0,0,0,1,0,1,0.585125420195092
"2282",1,9,3.6,37,0.98,0,0,0,0,0,0,0,1,1,0,0.489255496532006
"2283",1,9,3.5,38,-0.2,0,0,0,0,0,0,0,1,0,1,0.219631218713039
"2284",1,9,3.5,40,-0.27,0,0,0,0,0,0,0,1,1,0,0.257064672464928
"2285",1,9,3.8,40,0.09,0,0,0,0,0,0,0,1,1,0,0.448695354350307
"2286",1,9,3.1,39,0.33,0,0,0,0,0,0,0,1,0,1,0.0902168554412289
"2287",1,9,3.8,38,0.82,0,0,0,0,0,0,0,1,0,1,0.612862976047687
"2288",1,9,3.4,42,0.17,0,0,0,0,0,0,0,1,0,1,0.320810703171576
"2289",1,9,3.2,43,1.4,0,0,0,0,0,0,0,1,0,1,0.530120154401849
"2290",1,9,3,43,1.4,0,0,0,0,0,0,0,1,0,1,0.268969228277431
"2291",1,9,3.3,39,-1.25,0,0,0,0,0,0,0,1,1,0,-0.0721165023148364
"2292",1,9,3.4,44,0.12,0,0,0,0,0,0,0,1,0,1,0.328410742639057
"2293",1,9,3.1,41,0.02,0,0,0,0,0,0,0,1,1,0,0.048358955700153
"2294",1,9,2.9,42,-0.69,0,0,0,0,0,0,0,1,0,1,-0.173544237733905
"2295",1,9,3.1,27,-0.65,0,0,0,0,0,0,0,1,1,0,-0.274306754732394
"2296",1,9,3.1,39,0.17,0,0,0,0,0,0,0,1,0,1,0.0481554304451163
"2297",1,9,3.3,42,0.53,0,0,0,0,0,0,0,1,0,1,0.435866482095462
"2298",1,9,2.6,30,-1,0,0,1,0,0,0,0,0,0,1,0.422291855191323
"2299",1,9,3.2,40,1.16,0,0,0,0,0,0,0,1,0,1,0.335401718330674
"2300",1,9,3,41,0.05,0,0,0,0,0,0,0,1,0,1,0.0599102731230445
"2301",1,9,4,46,1.53,0,0,0,0,0,0,0,1,0,1,1.09976664824558
"2302",1,9,3.8,39,-0.39,0,0,0,0,0,0,0,1,0,1,0.319536114576512
"2303",1,9,2.9,41,-0.37,0,0,0,0,0,0,0,1,0,1,-0.0805149285045337
"2304",1,9,3.8,44,-0.21,0,0,0,0,0,0,0,1,1,0,0.571050566881333
"2305",1,9,3.4,41,1.9,0,0,0,0,0,0,0,1,0,1,0.719115943103935
"2306",1,9,3.3,45,-0.57,0,0,0,0,0,0,0,1,0,1,0.126140199592955
"2307",1,9,3.6,36,0.12,0,0,0,0,0,0,0,1,0,1,0.341253241207039
"2308",1,9,3.4,43,0.51,0,0,0,0,0,0,0,1,1,0,0.3495026349375
"2309",1,9,3.7,36,-0.32,0,0,0,0,0,0,0,1,0,1,0.280633483968648
"2310",1,9,3.9,42,1.48,0,0,0,0,0,0,0,1,0,1,0.886396675997335
"2311",1,9,3.2,39,-0.18,0,0,0,0,0,0,0,1,1,0,0.109365042138154
"2312",1,9,3.4,36,0.51,0,0,0,1,0,0,0,0,1,0,0.49566239486697
"2313",1,2,3.4,43,1.11,0,0,0,0,0,0,0,1,1,0,0.453499414820874
"2314",1,9,2.6,40,-0.74,0,0,0,0,0,0,0,1,1,0,-0.283469172359167
"2315",0,9,2.9,30,-1.71,0,0,1,0,0,0,0,0,1,0,-0.886299576743911
"2316",1,9,4,38,-0.48,0,0,0,0,0,0,0,1,1,0,0.417847939342431
"2317",1,9,2.9,41,-0.72,0,0,0,0,0,0,0,1,1,0,-0.258009570325856
"2318",1,9,3.1,42,-0.48,0,0,0,0,0,0,0,1,0,1,0.0192897342751992
"2319",1,9,3.3,42,1.86,0,0,0,0,0,0,0,1,1,0,0.464514871910091
"2320",1,9,3.8,39,0.77,0,0,0,0,0,0,0,1,0,1,0.754168520224759
"2321",1,9,3,41,-0.11,0,0,0,0,0,0,0,1,0,1,0.0748429511055183
"2322",1,9,3,45,-0.55,0,0,0,0,0,0,0,1,0,1,0.090876078289721
"2323",1,9,3.5,42,-1.23,0,0,0,0,0,0,0,1,0,1,0.140244917299207
"2324",1,9,3.7,41,-1,0,0,0,0,0,0,0,1,0,1,0.287248889124991
"2325",1,8,2.9,46,-0.97,0,0,0,0,0,0,0,1,0,1,-0.0748274910163416
"2326",1,9,3.6,43,1.07,0,0,0,0,0,0,0,1,0,1,0.592669763321601
"2327",1,9,3.3,39,-0.62,0,0,0,0,0,0,0,1,1,0,0.0215540011703296
"2328",1,9,3.8,41,1.32,0,0,0,0,0,0,0,1,1,0,0.72334396843317
"2329",1,9,3.2,45,-0.04,0,0,0,0,0,0,0,1,1,0,0.246691483670711
"2330",1,9,2.9,42,-0.13,0,0,0,0,0,0,0,1,0,1,-0.0620507559550049
"2331",1,9,3.6,43,1.23,0,0,0,0,0,0,0,1,0,1,0.690210149290899
"2332",1,9,3.4,46,1.84,0,0,0,0,0,0,0,1,0,1,0.801832505502863
